nome;uf;cod_tse;cod_ibge
ITAPAG?;CE;14273;3522158
ITANHA?M;SP;65439;3522109
ITAJU;SP;65412;3522000
ITAJOBI;SP;65390;3521903
ITA?;SP;65374;3521804
ITABER?;SP;65358;3521705
IRAPURU;SP;65331;3521606
IRAPU?;SP;65315;3521507
IRACEM?POLIS;SP;65293;3521408
IPU?;SP;65277;3521309
IPORANGA;SP;65250;3521200
IPIGU?;SP;62243;3521150
IPE?NA;SP;65234;3521101
IPER?;SP;65218;3521002
IPAUSSU;SP;65196;3520905
IN?BIA PAULISTA;SP;65170;3520806
INDIAPOR?;SP;65153;3520707
INDIANA;SP;65137;3520608
INDAIATUBA;SP;65110;3520509
ILHA SOLTEIRA;SP;61204;3520442
ILHA COMPRIDA;SP;62006;3520426
ILHABELA;SP;65099;3520400
IGUAPE;SP;65072;3520301
IGARAT?;SP;65056;3520202
IGARAPAVA;SP;65030;3520103
IGARA?U DO TIET?;SP;65013;3520004
IEP?;SP;64998;3519907
IC?M;SP;64971;3519808
IBI?NA;SP;64955;3519709
IBITINGA;SP;64939;3519600
IBIRAREMA;SP;64912;3519501
IBIR?;SP;64890;3519402
IBAT?;SP;64874;3519303
IARAS;SP;61085;3519253
IACRI;SP;64858;3519204
IACANGA;SP;64831;3519105
HORTOL?NDIA;SP;61727;3519071
HOLAMBRA;SP;61743;3519055
HERCUL?NDIA;SP;64815;3519006
GUZOL?NDIA;SP;64793;3518909
GUATAPAR?;SP;61107;3518859
GUARULHOS;SP;64777;3518800
GUARUJ?;SP;64750;3518701
GUARIBA;SP;64734;3518602
GUARE?;SP;64718;3518503
GUARATINGUET?;SP;64696;3518404
GUARAREMA;SP;64670;3518305
GUARARAPES;SP;64653;3518206
GUARANT?;SP;64637;3518107
GUARANI D'OESTE;SP;64610;3518008
GUARACI;SP;64599;3517901
GUARA?A?;SP;64572;3517802
GUAR?;SP;64556;3517703
GUAPIARA;SP;64530;3517604
GUAPIA?U;SP;64513;3517505
GUA?RA;SP;64491;3517406
GUAIMB?;SP;64475;3517307
GUAI?ARA;SP;64459;3517208
GLIC?RIO;SP;64432;3517109
GETULINA;SP;64416;3517000
GENERAL SALGADO;SP;64394;3516903
GAVI?O PEIXOTO;SP;62308;3516853
GAST?O VIDIGAL;SP;64378;3516804
GAR?A;SP;64351;3516705
G?LIA;SP;64335;3516606
GABRIEL MONTEIRO;SP;64319;3516507
FRANCO DA ROCHA;SP;64297;3516408
FRANCISCO MORATO;SP;64270;3516309
FRANCA;SP;64254;3516200
FLOR?NEA;SP;64238;3516101
FL?RIDA PAULISTA;SP;64211;3516002
FLOREAL;SP;64190;3515905
FLORA RICA;SP;64173;3515806
FERRAZ DE VASCONCELOS;SP;64157;3515707
FERN?O;SP;62286;3515657
FERNANDO PRESTES;SP;64130;3515608
FERNAND?POLIS;SP;64114;3515509
FARTURA;SP;64092;3515400
EUCLIDES DA CUNHA PAULISTA;SP;61000;3515350
ESTRELA DO NORTE;SP;64076;3515301
ESTRELA D'OESTE;SP;64050;3515202
ESP?RITO SANTO DO TURVO;SP;61140;3515194
ESP?RITO SANTO DO PINHAL;SP;68659;3515186
ENGENHEIRO COELHO;SP;61689;3515152
EMILIAN?POLIS;SP;61387;3515129
EMBU-GUA?U;SP;64033;3515103
EMBU DAS ARTES;SP;64017;3515004
EMBA?BA;SP;61182;3514957
ELISI?RIO;SP;61760;3514924
ELIAS FAUSTO;SP;63991;3514908
ELDORADO;SP;63975;3514809
ECHAPOR?;SP;63959;3514700
DUMONT;SP;63932;3514601
DUARTINA;SP;63916;3514502
DRACENA;SP;63894;3514403
DOURADO;SP;63878;3514304
DOLCIN?POLIS;SP;63851;3514205
DOIS C?RREGOS;SP;63835;3514106
DOBRADA;SP;63819;3514007
DIVINOL?NDIA;SP;63797;3513900
DIRCE REIS;SP;61123;3513850
DIADEMA;SP;63770;3513801
DESCALVADO;SP;63754;3513702
CUNHA;SP;63738;3513603
CUBAT?O;SP;63711;3513504
CRUZEIRO;SP;63690;3513405
CRUZ?LIA;SP;63673;3513306
CRISTAIS PAULISTA;SP;63657;3513207
CRAVINHOS;SP;63630;3513108
COTIA;SP;63614;3513009
COSMORAMA;SP;63592;3512902
COSM?POLIS;SP;63576;3512803
CORUMBATA?;SP;63550;3512704
CORONEL MACEDO;SP;63533;3512605
COROADOS;SP;63517;3512506
CORDEIR?POLIS;SP;63495;3512407
CONCHAS;SP;63479;3512308
CONCHAL;SP;63452;3512209
COL?MBIA;SP;63436;3512100
COLINA;SP;63410;3512001
CLEMENTINA;SP;63398;3511904
CHARQUEADA;SP;63355;3511706
CES?RIO LANGE;SP;63339;3511607
CERQUILHO;SP;63312;3511508
CERQUEIRA C?SAR;SP;63290;3511409
CEDRAL;SP;63274;3511300
CATIGU?;SP;63258;3511201
CATANDUVA;SP;63231;3511102
CASTILHO;SP;63215;3511003
C?SSIA DOS COQUEIROS;SP;63193;3510906
CASA BRANCA;SP;63177;3510807
CARDOSO;SP;63150;3510708
CARAPICU?BA;SP;63134;3510609
CARAGUATATUBA;SP;63118;3510500
CAPIVARI;SP;63096;3510401
CAPELA DO ALTO;SP;63070;3510302
CAP?O BONITO;SP;63053;3510203
CANITAR;SP;61344;3510153
C?NDIDO RODRIGUES;SP;63037;3510104
C?NDIDO MOTA;SP;63010;3510005
CANAS;SP;62103;3509957
CANAN?IA;SP;62995;3509908
CAMPOS NOVOS PAULISTA;SP;62979;3509809
CAMPOS DO JORD?O;SP;62952;3509700
CAMPO LIMPO PAULISTA;SP;62936;3509601
CAMPINAS;SP;62910;3509502
CAMPINA DO MONTE ALEGRE;SP;61506;3509452
CAJURU;SP;62898;3509403
CAJOBI;SP;62871;3509304
CAJATI;SP;61484;3509254
CAJAMAR;SP;62855;3509205
CAIU?;SP;62839;3509106
CAIEIRAS;SP;62812;3509007
CAIABU;SP;62790;3508900
CAFEL?NDIA;SP;62774;3508801
CACONDE;SP;62758;3508702
CACHOEIRA PAULISTA;SP;62731;3508603
CA?APAVA;SP;62715;3508504
CABRE?VA;SP;62693;3508405
CABR?LIA PAULISTA;SP;62677;3508306
BURITIZAL;SP;62650;3508207
BURITAMA;SP;62634;3508108
BURI;SP;62618;3508009
BROTAS;SP;62596;3507902
BRODOWSKI;SP;62570;3507803
BREJO ALEGRE;SP;62081;3507753
BRA?NA;SP;62553;3507704
BRAGAN?A PAULISTA;SP;62510;3507605
BOTUCATU;SP;62499;3507506
BOREBI;SP;61026;3507456
BORBOREMA;SP;62472;3507407
BORAC?IA;SP;62456;3507308
BOR?;SP;62430;3507209
BOM SUCESSO DE ITARAR?;SP;61786;3507159
BOM JESUS DOS PERD?ES;SP;62413;3507100
BOITUVA;SP;62391;3507001
BOFETE;SP;62375;3506904
BOCAINA;SP;62359;3506805
BOA ESPERAN?A DO SUL;SP;62332;3506706
BIRITIBA MIRIM;SP;62316;3506607
BIRIGUI;SP;62294;3506508
BILAC;SP;62278;3506409
BERTIOGA;SP;61280;3506359
BERNARDINO DE CAMPOS;SP;62251;3506300
BENTO DE ABREU;SP;62235;3506201
BEBEDOURO;SP;62219;3506102
BAURU;SP;62197;3506003
BATATAIS;SP;62170;3505906
BASTOS;SP;62154;3505807
BARUERI;SP;62138;3505708
BARRINHA;SP;62111;3505609
BARRETOS;SP;62090;3505500
BARRA DO TURVO;SP;62073;3505401
BARRA DO CHAP?U;SP;61360;3505351
BARRA BONITA;SP;62057;3505302
BARIRI;SP;62030;3505203
BARBOSA;SP;61999;3505104
BAR?O DE ANTONINA;SP;62014;3505005
BANANAL;SP;61972;3504909
B?LSAMO;SP;61956;3504800
BALBINOS;SP;61930;3504701
BADY BASSITT;SP;61913;3504602
AVAR?;SP;61891;3504503
AVANHANDAVA;SP;61875;3504404
AVA?;SP;61859;3504305
AURIFLAMA;SP;61832;3504206
ATIBAIA;SP;61816;3504107
ASSIS;SP;61794;3504008
ASP?SIA;SP;61522;3503950
ARUJ?;SP;61778;3503901
ARTUR NOGUEIRA;SP;61751;3503802
ARIRANHA;SP;61735;3503703
AREI?POLIS;SP;61719;3503604
AREIAS;SP;61697;3503505
AREALVA;SP;61670;3503406
ARCO-?RIS;SP;62065;3503356
ARARAS;SP;61654;3503307
ARARAQUARA;SP;61638;3503208
ARAPE?;SP;61646;3503158
ARANDU;SP;61611;3503109
ARAMINA;SP;61590;3503000
ARA?OIABA DA SERRA;SP;61573;3502903
ARA?ATUBA;SP;61557;3502804
ARA?ARIGUAMA;SP;61263;3502754
APIA?;SP;61530;3502705
APARECIDA D'OESTE;SP;61514;3502606
APARECIDA;SP;61492;3502507
ANHUMAS;SP;61476;3502408
ANHEMBI;SP;61450;3502309
ANGATUBA;SP;61433;3502200
ANDRADINA;SP;61417;3502101
ANAL?NDIA;SP;61395;3502002
AMPARO;SP;61379;3501905
AM?RICO DE CAMPOS;SP;61352;3501806
AM?RICO BRASILIENSE;SP;61336;3501707
AMERICANA;SP;61310;3501608
ALVINL?NDIA;SP;61298;3501509
?LVARO DE CARVALHO;SP;61271;3501400
?LVARES MACHADO;SP;61255;3501301
?LVARES FLORENCE;SP;61239;3501202
ALUM?NIO;SP;61220;3501152
ALTO ALEGRE;SP;61212;3501103
ALTIN?POLIS;SP;61190;3501004
ALTAIR;SP;61174;3500907
ALFREDO MARCONDES;SP;61158;3500808
ALAMBARI;SP;61581;3500758
AGUDOS;SP;61131;3500709
?GUAS DE S?O PEDRO;SP;61115;3500600
?GUAS DE SANTA B?RBARA;SP;70190;3500550
?GUAS DE LIND?IA;SP;61093;3500501
?GUAS DA PRATA;SP;61077;3500402
AGUA?;SP;61050;3500303
ADOLFO;SP;61034;3500204
ADAMANTINA;SP;61018;3500105
VOLTA REDONDA;RJ;59250;3306305
VASSOURAS;RJ;59234;3306206
VARRE-SAI;RJ;58084;3306156
VALEN?A;RJ;59218;3306107
TR?S RIOS;RJ;59196;3306008
TRAJANO DE MORAIS;RJ;59170;3305901
TERES?POLIS;RJ;59153;3305802
TANGU?;RJ;58360;3305752
SUMIDOURO;RJ;59137;3305703
SILVA JARDIM;RJ;59110;3305604
SEROP?DICA;RJ;58424;3305554
SAQUAREMA;RJ;59099;3305505
SAPUCAIA;RJ;59072;3305406
S?O SEBASTI?O DO ALTO;RJ;59056;3305307
S?O PEDRO DA ALDEIA;RJ;59030;3305208
S?O JOS? DO VALE DO RIO PRETO;RJ;59331;3305158
S?O JOS? DE UB?;RJ;58343;3305133
S?O JO?O DE MERITI;RJ;59013;3305109
S?O JO?O DA BARRA;RJ;58998;3305000
S?O GON?ALO;RJ;58971;3304904
S?O FID?LIS;RJ;58955;3304805
S?O FRANCISCO DE ITABAPOANA;RJ;58289;3304755
SANTO ANT?NIO DE P?DUA;RJ;58939;3304706
SANTA MARIA MADALENA;RJ;58912;3304607
RIO DE JANEIRO;RJ;60011;3304557
RIO DAS OSTRAS;RJ;58203;3304524
RIO DAS FLORES;RJ;58890;3304508
RIO CLARO;RJ;58874;3304409
RIO BONITO;RJ;58858;3304300
RESENDE;RJ;58831;3304201
QUISSAM?;RJ;58009;3304151
QUEIMADOS;RJ;58122;3304144
QUATIS;RJ;58025;3304128
PORTO REAL;RJ;58327;3304110
PORCI?NCULA;RJ;58815;3304102
PIRA?;RJ;58793;3304003
PINHEIRAL;RJ;58246;3303955
PETR?POLIS;RJ;58777;3303906
PATY DO ALFERES;RJ;59315;3303856
PARATY;RJ;58750;3303807
PARA?BA DO SUL;RJ;58734;3303708
PARACAMBI;RJ;58718;3303609
NOVA IGUA?U;RJ;58696;3303500
NOVA FRIBURGO;RJ;58670;3303401
NITER?I;RJ;58653;3303302
NIL?POLIS;RJ;58637;3303203
NATIVIDADE;RJ;58610;3303104
MIRACEMA;RJ;58599;3303005
MIGUEL PEREIRA;RJ;58572;3302908
MESQUITA;RJ;58467;3302858
MENDES;RJ;58556;3302809
MARIC?;RJ;58530;3302700
MANGARATIBA;RJ;58513;3302601
MAG?;RJ;58491;3302502
MACUCO;RJ;58386;3302452
MACA?;RJ;58475;3302403
LAJE DO MURIA?;RJ;58459;3302304
JAPERI;RJ;58149;3302270
ITATIAIA;RJ;58440;3302254
ITAPERUNA;RJ;58432;3302205
ITAOCARA;RJ;58416;3302106
ITALVA;RJ;59293;3302056
ITAGUA?;RJ;58394;3302007
ITABORA?;RJ;58378;3301900
IGUABA GRANDE;RJ;58262;3301876
GUAPIMIRIM;RJ;58106;3301850
ENGENHEIRO PAULO DE FRONTIN;RJ;58351;3301801
DUQUE DE CAXIAS;RJ;58335;3301702
DUAS BARRAS;RJ;58319;3301603
CORDEIRO;RJ;58297;3301504
CONCEI??O DE MACABU;RJ;58270;3301405
CASIMIRO DE ABREU;RJ;58254;3301306
CARMO;RJ;58238;3301207
CARDOSO MOREIRA;RJ;58068;3301157
CANTAGALO;RJ;58211;3301108
CAMPOS DOS GOYTACAZES;RJ;58190;3301009
COMENDADOR LEVY GASPARIAN;RJ;58165;3300951
CARAPEBUS;RJ;58300;3300936
CAMBUCI;RJ;58173;3300902
CACHOEIRAS DE MACACU;RJ;58157;3300803
CABO FRIO;RJ;58130;3300704
BOM JESUS DO ITABAPOANA;RJ;58114;3300605
BOM JARDIM;RJ;58092;3300506
BELFORD ROXO;RJ;58041;3300456
BARRA MANSA;RJ;58076;3300407
BARRA DO PIRA?;RJ;58050;3300308
ARRAIAL DO CABO;RJ;59277;3300258
ARMA??O DOS B?ZIOS;RJ;58408;3300233
AREAL;RJ;58220;3300225
ARARUAMA;RJ;58033;3300209
APERIB?;RJ;58181;3300159
ANGRA DOS REIS;RJ;58017;3300100
VIT?RIA;ES;57053;3205309
VILA VELHA;ES;57037;3205200
VILA VAL?RIO;ES;56227;3205176
VILA PAV?O;ES;56081;3205150
VIANA;ES;57010;3205101
VENDA NOVA DO IMIGRANTE;ES;57975;3205069
VARGEM ALTA;ES;57959;3205036
SOORETAMA;ES;56189;3205010
SERRA;ES;56995;3205002
S?O ROQUE DO CANA?;ES;56162;3204955
S?O MATEUS;ES;56979;3204906
S?O JOS? DO CAL?ADO;ES;56952;3204807
S?O GABRIEL DA PALHA;ES;56936;3204708
S?O DOMINGOS DO NORTE;ES;56006;3204658
SANTA TERESA;ES;56910;3204609
SANTA MARIA DE JETIB?;ES;57932;3204559
SANTA LEOPOLDINA;ES;56898;3204500
RIO NOVO DO SUL;ES;56871;3204401
RIO BANANAL;ES;57118;3204351
PRESIDENTE KENNEDY;ES;56855;3204302
PONTO BELO;ES;56200;3204252
PI?MA;ES;56839;3204203
PINHEIROS;ES;56812;3204104
PEDRO CAN?RIO;ES;57150;3204054
PANCAS;ES;56790;3204005
NOVA VEN?CIA;ES;56774;3203908
MUQUI;ES;56758;3203809
MUNIZ FREIRE;ES;56731;3203700
MUCURICI;ES;56715;3203601
MONTANHA;ES;56693;3203502
MIMOSO DO SUL;ES;56677;3203403
MARIL?NDIA;ES;57070;3203353
MARECHAL FLORIANO;ES;56103;3203346
MARATA?ZES;ES;56120;3203320
MANTEN?POLIS;ES;56650;3203304
LINHARES;ES;56634;3203205
LARANJA DA TERRA;ES;57916;3203163
JO?O NEIVA;ES;56626;3203130
JER?NIMO MONTEIRO;ES;56618;3203106
JAGUAR?;ES;57134;3203056
I?NA;ES;56596;3203007
ITARANA;ES;56570;3202900
ITAPEMIRIM;ES;56553;3202801
ITAGUA?U;ES;56537;3202702
IRUPI;ES;56049;3202652
ICONHA;ES;56510;3202603
IBITIRAMA;ES;56502;3202553
IBIRA?U;ES;56499;3202504
IBATIBA;ES;57096;3202454
GUARAPARI;ES;56472;3202405
GUA?U?;ES;56456;3202306
GOVERNADOR LINDENBERG;ES;56308;3202256
FUND?O;ES;56430;3202207
ECOPORANGA;ES;56413;3202108
DORES DO RIO PRETO;ES;56391;3202009
DOMINGOS MARTINS;ES;56375;3201902
DIVINO DE S?O LOUREN?O;ES;56359;3201803
CONCEI??O DO CASTELO;ES;56332;3201704
CONCEI??O DA BARRA;ES;56316;3201605
COLATINA;ES;56294;3201506
CASTELO;ES;56278;3201407
CARIACICA;ES;56251;3201308
CACHOEIRO DE ITAPEMIRIM;ES;56235;3201209
BREJETUBA;ES;56146;3201159
BOM JESUS DO NORTE;ES;56219;3201100
BOA ESPERAN?A;ES;56197;3201001
BARRA DE S?O FRANCISCO;ES;56170;3200904
BAIXO GUANDU;ES;56154;3200805
AT?LIO VIV?CQUA;ES;56138;3200706
ARACRUZ;ES;56111;3200607
APIAC?;ES;56090;3200508
ANCHIETA;ES;56073;3200409
ALTO RIO NOVO;ES;56065;3200359
ALFREDO CHAVES;ES;56057;3200300
ALEGRE;ES;56030;3200201
?GUA DOCE DO NORTE;ES;56022;3200169
?GUIA BRANCA;ES;57991;3200136
AFONSO CL?UDIO;ES;56014;3200102
WENCESLAU BRAZ;MG;54216;3172202
VOLTA GRANDE;MG;54437;3172103
VISCONDE DO RIO BRANCO;MG;54410;3172004
VIRGOL?NDIA;MG;54399;3171907
VIRGIN?POLIS;MG;54372;3171808
VIRG?NIA;MG;54356;3171709
VIRGEM DA LAPA;MG;54330;3171600
MATHIAS LOBATO;MG;54313;3171501
VIEIRAS;MG;54291;3171402
VI?OSA;MG;54275;3171303
VESPASIANO;MG;54259;3171204
VERMELHO NOVO;MG;42560;3171154
VER?SSIMO;MG;54232;3171105
VEREDINHA;MG;42544;3171071
VERDEL?NDIA;MG;42528;3171030
VAZANTE;MG;54194;3171006
VARZEL?NDIA;MG;54178;3170909
V?RZEA DA PALMA;MG;54151;3170800
VARJ?O DE MINAS;MG;42501;3170750
VARGINHA;MG;54135;3170701
VARGEM GRANDE DO RIO PARDO;MG;42480;3170651
VARGEM BONITA;MG;54119;3170602
VARGEM ALEGRE;MG;40908;3170578
URUCUIA;MG;40886;3170529
URUC?NIA;MG;54097;3170503
URUANA DE MINAS;MG;42463;3170479
UNI?O DE MINAS;MG;42447;3170438
UNA?;MG;54070;3170404
UMBURATIBA;MG;54054;3170305
UBERL?NDIA;MG;54038;3170206
UBERABA;MG;54011;3170107
UBAPORANGA;MG;40860;3170057
UBA?;MG;53996;3170008
UB?;MG;53970;3169901
TURVOL?NDIA;MG;53953;3169802
TURMALINA;MG;53937;3169703
TUPACIGUARA;MG;53910;3169604
TUMIRITINGA;MG;53899;3169505
TR?S PONTAS;MG;53872;3169406
TR?S MARIAS;MG;41157;3169356
TR?S CORA??ES;MG;53856;3169307
TOMBOS;MG;53830;3169208
TOLEDO;MG;53813;3169109
TOCOS DO MOJI;MG;42587;3169059
TOCANTINS;MG;53791;3169000
TIROS;MG;53775;3168903
TIRADENTES;MG;53759;3168804
TIM?TEO;MG;53732;3168705
TE?FILO OTONI;MG;53716;3168606
TEIXEIRAS;MG;53694;3168507
TARUMIRIM;MG;53678;3168408
TAQUARA?U DE MINAS;MG;53651;3168309
TAPIRA?;MG;53635;3168200
TAPIRA;MG;53619;3168101
TAPARUBA;MG;42420;3168051
TAIOBEIRAS;MG;53597;3168002
TABULEIRO;MG;53570;3167905
SOLEDADE DE MINAS;MG;53554;3167806
SOBR?LIA;MG;53538;3167707
SIMON?SIA;MG;53511;3167608
SIM?O PEREIRA;MG;53490;3167509
SILVIAN?POLIS;MG;53473;3167400
SILVEIR?NIA;MG;53457;3167301
SETE LAGOAS;MG;53430;3167202
SERRO;MG;53414;3167103
SERRANOS;MG;53392;3167004
SERRAN?POLIS DE MINAS;MG;42382;3166956
SERRANIA;MG;53376;3166907
SERRA DO SALITRE;MG;53350;3166808
SERRA DOS AIMOR?S;MG;53333;3166709
SERRA DA SAUDADE;MG;53317;3166600
SERRA AZUL DE MINAS;MG;53295;3166501
SERITINGA;MG;53279;3166402
SERICITA;MG;53252;3166303
SENHORA DOS REM?DIOS;MG;53236;3166204
SENHORA DO PORTO;MG;53210;3166105
SENHORA DE OLIVEIRA;MG;53198;3166006
SENADOR MODESTINO GON?ALVES;MG;53171;3165909
SENADOR JOS? BENTO;MG;53155;3165800
SENADOR FIRMINO;MG;53139;3165701
SENADOR CORTES;MG;53112;3165602
SENADOR AMARAL;MG;40843;3165578
SEM PEIXE;MG;40827;3165560
SETUBINHA;MG;42404;3165552
SARZEDO;MG;40800;3165537
SARDO?;MG;53090;3165503
SAPUCA?-MIRIM;MG;53074;3165404
S?O VICENTE DE MINAS;MG;53058;3165305
S?O THOM? DAS LETRAS;MG;53031;3165206
S?O TOM?S DE AQUINO;MG;53015;3165107
S?O TIAGO;MG;52990;3165008
S?O SEBASTI?O DO RIO VERDE;MG;52973;3164902
S?O SEBASTI?O DO RIO PRETO;MG;52957;3164803
S?O SEBASTI?O DO PARA?SO;MG;52930;3164704
S?O SEBASTI?O DO OESTE;MG;52914;3164605
S?O SEBASTI?O DO MARANH?O;MG;52892;3164506
S?O SEBASTI?O DO ANTA;MG;42366;3164472
S?O SEBASTI?O DA VARGEM ALEGRE;MG;42340;3164431
S?O SEBASTI?O DA BELA VISTA;MG;52876;3164407
S?O ROQUE DE MINAS;MG;52850;3164308
S?O ROM?O;MG;52833;3164209
S?O PEDRO DO SUA?U?;MG;52817;3164100
S?O PEDRO DOS FERROS;MG;52795;3164001
S?O PEDRO DA UNI?O;MG;52779;3163904
S?O MIGUEL DO ANTA;MG;52752;3163805
S?O LOUREN?O;MG;52736;3163706
S?O JOS? DO MANTIMENTO;MG;52710;3163607
S?O JOS? DO JACURI;MG;52698;3163508
S?O JOS? DO GOIABAL;MG;52671;3163409
S?O JOS? DO DIVINO;MG;52655;3163300
S?O JOS? DO ALEGRE;MG;52639;3163201
S?O JOS? DA VARGINHA;MG;52612;3163102
S?O JOS? DA SAFIRA;MG;52590;3163003
S?O JOS? DA LAPA;MG;40789;3162955
S?O JOS? DA BARRA;MG;41645;3162948
S?O JOAQUIM DE BICAS;MG;41629;3162922
S?O JO?O NEPOMUCENO;MG;52574;3162906
S?O JO?O EVANGELISTA;MG;52558;3162807
S?O JO?O DO PARA?SO;MG;52531;3162708
S?O JO?O DO PACU?;MG;40762;3162658
S?O JO?O DO ORIENTE;MG;52515;3162609
S?O JO?O DO MANTENINHA;MG;40746;3162575
S?O JO?O DO MANHUA?U;MG;40720;3162559
S?O JO?O DEL REI;MG;52493;3162500
S?O JO?O DAS MISS?ES;MG;41602;3162450
S?O JO?O DA PONTE;MG;52477;3162401
S?O JO?O DA MATA;MG;52450;3162302
S?O JO?O DA LAGOA;MG;40703;3162252
S?O JO?O BATISTA DO GL?RIA;MG;52434;3162203
S?O GOTARDO;MG;52418;3162104
S?O GON?ALO DO SAPUCA?;MG;52396;3162005
S?O GON?ALO DO RIO ABAIXO;MG;52370;3161908
S?O GON?ALO DO PAR?;MG;52353;3161809
S?O GON?ALO DO ABAET?;MG;52337;3161700
S?O GERALDO DO BAIXIO;MG;41580;3161650
S?O GERALDO DA PIEDADE;MG;52310;3161601
S?O GERALDO;MG;52299;3161502
S?O FRANCISCO DO GL?RIA;MG;52272;3161403
S?O FRANCISCO DE SALES;MG;52256;3161304
S?O FRANCISCO DE PAULA;MG;52230;3161205
S?O FRANCISCO;MG;52213;3161106
S?O F?LIX DE MINAS;MG;41564;3161056
S?O DOMINGOS DO PRATA;MG;52191;3161007
S?O DOMINGOS DAS DORES;MG;41548;3160959
S?O BR?S DO SUA?U?;MG;52175;3160900
S?O BENTO ABADE;MG;52159;3160801
SANTOS DUMONT;MG;52132;3160702
SANTO HIP?LITO;MG;52116;3160603
SANTO ANT?NIO DO RIO ABAIXO;MG;52094;3160504
SANTO ANT?NIO DO RETIRO;MG;41521;3160454
SANTO ANT?NIO DO MONTE;MG;52078;3160405
SANTO ANT?NIO DO JACINTO;MG;52051;3160306
SANTO ANT?NIO DO ITAMB?;MG;52035;3160207
SANTO ANT?NIO DO GRAMA;MG;52019;3160108
SANTO ANT?NIO DO AVENTUREIRO;MG;51993;3160009
SANTO ANT?NIO DO AMPARO;MG;51977;3159902
SANTA VIT?RIA;MG;51950;3159803
SANTA ROSA DA SERRA;MG;51934;3159704
SANTA RITA DO SAPUCA?;MG;51918;3159605
SANTA RITA DO ITUETO;MG;51896;3159506
SANTA RITA DE IBITIPOCA;MG;51870;3159407
SANTA RITA DE MINAS;MG;40665;3159357
SANTA RITA DE JACUTINGA;MG;51853;3159308
SANTA RITA DE CALDAS;MG;51837;3159209
SANTANA DOS MONTES;MG;51810;3159100
SANTANA DO RIACHO;MG;51799;3159001
SANTANA DO PARA?SO;MG;40681;3158953
SANTANA DO MANHUA?U;MG;51772;3158904
SANTANA DO JACAR?;MG;51756;3158805
SANTANA DO GARAMB?U;MG;51730;3158706
SANTANA DO DESERTO;MG;51713;3158607
SANTANA DE PIRAPAMA;MG;51691;3158508
SANTANA DE CATAGUASES;MG;51675;3158409
SANTANA DA VARGEM;MG;51659;3158300
SANTA MARIA DO SUA?U?;MG;51632;3158201
SANTA MARIA DO SALTO;MG;51616;3158102
SANTA MARIA DE ITABIRA;MG;51594;3158003
SANTA MARGARIDA;MG;51578;3157906
SANTA LUZIA;MG;51551;3157807
SANTA JULIANA;MG;51535;3157708
SANTA HELENA DE MINAS;MG;41505;3157658
SANTA F? DE MINAS;MG;51519;3157609
SANTA EFIG?NIA DE MINAS;MG;51497;3157500
SANTA CRUZ DO ESCALVADO;MG;51470;3157401
SANTA CRUZ DE SALINAS;MG;41483;3157377
SANTA CRUZ DE MINAS;MG;41467;3157336
SANTA B?RBARA DO TUG?RIO;MG;51454;3157302
SANTA B?RBARA DO MONTE VERDE;MG;41440;3157278
SANTA B?RBARA DO LESTE;MG;40649;3157252
SANTA B?RBARA;MG;51438;3157203
SALTO DA DIVISA;MG;51411;3157104
SALINAS;MG;51390;3157005
SACRAMENTO;MG;51373;3156908
SABIN?POLIS;MG;51357;3156809
SABAR?;MG;51330;3156700
RUBIM;MG;51314;3156601
RUBELITA;MG;51292;3156502
ROS?RIO DA LIMEIRA;MG;40622;3156452
ROMARIA;MG;51276;3156403
RODEIRO;MG;51250;3156304
ROCHEDO DE MINAS;MG;51233;3156205
RIT?POLIS;MG;51217;3156106
RIO VERMELHO;MG;51195;3156007
RIO PRETO;MG;51179;3155900
RIO POMBA;MG;51152;3155801
RIO PIRACICABA;MG;51136;3155702
RIO PARDO DE MINAS;MG;51110;3155603
RIO PARANA?BA;MG;51098;3155504
RIO NOVO;MG;51071;3155405
RIO MANSO;MG;51055;3155306
RIO ESPERA;MG;51039;3155207
RIO DO PRADO;MG;51012;3155108
RIO DOCE;MG;50997;3155009
RIO CASCA;MG;50970;3154903
RIO ACIMA;MG;50954;3154804
RIBEIR?O VERMELHO;MG;50938;3154705
RIBEIR?O DAS NEVES;MG;50911;3154606
RIACHO DOS MACHADOS;MG;50890;3154507
RIACHINHO;MG;40606;3154457
RESSAQUINHA;MG;50873;3154408
RESPLENDOR;MG;50857;3154309
RESENDE COSTA;MG;50830;3154200
REDUTO;MG;41424;3154150
RECREIO;MG;50814;3154101
RAUL SOARES;MG;50792;3154002
RAPOSOS;MG;50776;3153905
QUELUZITO;MG;50750;3153806
QUARTEL GERAL;MG;50733;3153707
PRUDENTE DE MORAIS;MG;50717;3153608
ALTO JEQUITIB?;MG;50695;3153509
PRESIDENTE OLEG?RIO;MG;50679;3153400
PRESIDENTE KUBITSCHEK;MG;50652;3153301
PRESIDENTE JUSCELINO;MG;50636;3153202
PRESIDENTE BERNARDES;MG;50610;3153103
PRATINHA;MG;50598;3153004
PRAT?POLIS;MG;50571;3152907
PRATA;MG;50555;3152808
PRADOS;MG;50539;3152709
POUSO ALTO;MG;50512;3152600
POUSO ALEGRE;MG;50490;3152501
POT?;MG;50474;3152402
PORTO FIRME;MG;50458;3152303
PORTEIRINHA;MG;50431;3152204
PONTO DOS VOLANTES;MG;40584;3152170
PONTO CHIQUE;MG;41408;3152131
