ibge7,cod_ibge,municipio,uf,lon,lat,regiao_metro,capital
3168051,316805,TAPARUBA,MG,-41.62114,-19.7377695,NA,NA
3168101,316810,TAPIRA,MG,-46.8640458,-19.8901806,NA,NA
3168200,316820,TAPIRAI,MG,-46.1517858,-19.8819574,NA,NA
3168309,316830,TAQUARACU DE MINAS,MG,-43.6759049,-19.6519566,RM Belo Horizonte,NA
3168408,316840,TARUMIRIM,MG,-41.8799408,-19.3376763,NA,NA
3168507,316850,TEIXEIRAS,MG,-42.8832763,-20.632882,NA,NA
3168606,316860,TEOFILO OTONI,MG,-41.5090764,-17.8599967,NA,NA
3168705,316870,TIMOTEO,MG,-42.64752,-19.5815631,RM Vale do Aço,NA
3168804,316880,TIRADENTES,MG,-44.1733621,-21.1102097,NA,NA
3168903,316890,TIROS,MG,-45.9622445,-19.0047159,NA,NA
3169000,316900,TOCANTINS,MG,-43.0216004,-21.1721587,NA,NA
3169059,316905,TOCOS DO MOJI,MG,-46.1422309,-22.3631235,NA,NA
3169109,316910,TOLEDO,MG,-46.3912683,-22.713067,NA,NA
3169208,316920,TOMBOS,MG,-42.027224,-20.9077328,NA,NA
3169307,316930,TRES CORACOES,MG,-45.2515461,-21.692578,NA,NA
3169356,316935,TRES MARIAS,MG,-45.231971,-18.2053685,NA,NA
3169406,316940,TRES PONTAS,MG,-45.5113164,-21.3699248,NA,NA
3169505,316950,TUMIRITINGA,MG,-41.6410914,-19.0194013,NA,NA
3169604,316960,TUPACIGUARA,MG,-48.7043878,-18.5938307,NA,NA
3169703,316970,TURMALINA,MG,-42.7269059,-17.2856007,NA,NA
3169802,316980,TURVOLANDIA,MG,-45.7902771,-21.8782055,NA,NA
3169901,316990,UBA,MG,-42.9426188,-21.120123,NA,NA
3170008,317000,UBAI,MG,-44.7839885,-16.2944116,NA,NA
3170057,317005,UBAPORANGA,MG,-42.1063215,-19.6355348,NA,NA
3170107,317010,UBERABA,MG,-47.9391625,-19.7473748,NA,NA
3170206,317020,UBERLANDIA,MG,-48.2753801,-18.9146078,NA,NA
3170305,317030,UMBURATIBA,MG,-40.6752853,-17.2670112,NA,NA
3170404,317040,UNAI,MG,-46.9027545,-16.3596547,RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno,NA
3170438,317043,UNIAO DE MINAS,MG,-50.3341593,-19.5288026,NA,NA
3170479,317047,URUANA DE MINAS,MG,-46.3240951,-16.0674864,NA,NA
3170503,317050,URUCANIA,MG,-42.7271587,-20.3366572,NA,NA
3170529,317052,URUCUIA,MG,-45.7415324,-16.1266546,NA,NA
3170578,317057,VARGEM ALEGRE,MG,-42.2992753,-19.6021833,RM Vale do Aço,NA
3170602,317060,VARGEM BONITA,MG,-46.3240951,-20.406829,NA,NA
3170651,317065,VARGEM GRANDE DO RIO PARDO,MG,-42.3088683,-15.4021726,NA,NA
3170701,317070,VARGINHA,MG,-45.4368421,-21.5560521,NA,NA
3170750,317075,VARJAO DE MINAS,MG,-45.8659561,-18.4661452,NA,NA
3170800,317080,VARZEA DA PALMA,MG,-44.6254642,-17.4725042,NA,NA
3170909,317090,VARZELANDIA,MG,-43.9055155,-15.6417201,NA,NA
3171006,317100,VAZANTE,MG,-46.9027651,-17.9924805,NA,NA
3171030,317103,VERDELANDIA,MG,-43.599128,-15.5707846,NA,NA
3171071,317107,VEREDINHA,MG,-42.7466993,-17.4271202,NA,NA
3171105,317110,VERISSIMO,MG,-48.3589086,-19.6357006,NA,NA
3171154,317115,VERMELHO NOVO,MG,-42.2559685,-20.055432,NA,NA
3171204,317120,VESPASIANO,MG,-43.9341408,-19.7333431,RM Belo Horizonte,NA
3171303,317130,VICOSA,MG,-42.8785788,-20.7548659,NA,NA
3171402,317140,VIEIRAS,MG,-42.2855422,-20.920422,NA,NA
3171501,317150,MATHIAS LOBATO,MG,-41.9174548,-18.5754491,NA,NA
3171600,317160,VIRGEM DA LAPA,MG,-42.3544831,-16.6993954,NA,NA
3171709,317170,VIRGINIA,MG,-45.1120424,-22.3380866,NA,NA
3171808,317180,VIRGINOPOLIS,MG,-42.6880552,-18.7861255,NA,NA
3171907,317190,VIRGOLANDIA,MG,-42.3083273,-18.4736903,NA,NA
3172004,317200,VISCONDE DO RIO BRANCO,MG,-42.8376099,-21.013792,NA,NA
3172103,317210,VOLTA GRANDE,MG,-42.5379069,-21.7675802,NA,NA
3172202,317220,WENCESLAU BRAZ,MG,-45.4027482,-22.5616312,NA,NA
3200102,320010,AFONSO CLAUDIO,ES,-41.1602597,-20.0807222,NA,NA
3200136,320013,AGUIA BRANCA,ES,-40.7397329,-18.9850498,NA,NA
3200169,320016,AGUA DOCE DO NORTE,ES,-40.9788775,-18.5218358,NA,NA
3200201,320020,ALEGRE,ES,-41.5324195,-20.7627978,NA,NA
3200300,320030,ALFREDO CHAVES,ES,-40.7500672,-20.6362063,NA,NA
3200359,320035,ALTO RIO NOVO,ES,-40.9788775,-19.0249945,NA,NA
3200409,320040,ANCHIETA,ES,-40.6445003,-20.8006985,NA,NA
3200508,320050,APIACA,ES,-41.5663989,-21.1537998,NA,NA
3200607,320060,ARACRUZ,ES,-40.2768213,-19.8205316,NA,NA
3200706,320070,ATILIO VIVACQUA,ES,-41.1942397,-20.9170949,NA,NA
3200805,320080,BAIXO GUANDU,ES,-41.0165586,-19.5097867,NA,NA
3200904,320090,BARRA DE SAO FRANCISCO,ES,-40.8374011,-18.694373,NA,NA
3201001,320100,BOA ESPERANCA,ES,-40.3292795,-18.4958087,NA,NA
3201100,320110,BOM JESUS DO NORTE,ES,-41.6311166,-21.0980507,NA,NA
3201159,320115,BREJETUBA,ES,-41.2922431,-20.149507,NA,NA
3201209,320120,CACHOEIRO DE ITAPEMIRIM,ES,-41.1202199,-20.8467047,NA,NA
3201308,320130,CARIACICA,ES,-40.420365,-20.2642764,RM Grande Vitória,NA
3201407,320140,CASTELO,ES,-41.203524,-20.6037462,NA,NA
3201506,320150,COLATINA,ES,-40.6351179,-19.5262632,NA,NA
3201605,320160,CONCEICAO DA BARRA,ES,-39.736577,-18.5887732,NA,NA
3201704,320170,CONCEICAO DO CASTELO,ES,-41.2421207,-20.3643867,NA,NA
3201803,320180,DIVINO DE SAO LOURENCO,ES,-41.6852231,-20.6205721,NA,NA
3201902,320190,DOMINGOS MARTINS,ES,-40.6598105,-20.360797,NA,NA
3202009,320200,DORES DO RIO PRETO,ES,-41.7904952,-20.6445443,NA,NA
3202108,320210,ECOPORANGA,ES,-40.8328525,-18.3709127,NA,NA
3202207,320220,FUNDAO,ES,-40.4081412,-19.9375242,RM Grande Vitória,NA
3202256,320225,GOVERNADOR LINDENBERG,ES,-40.4923608,-19.193467,NA,NA
3202306,320230,GUACUI,ES,-41.6722965,-20.7697279,NA,NA
3202405,320240,GUARAPARI,ES,-40.4997382,-20.6741197,RM Grande Vitória,NA
3202454,320245,IBATIBA,ES,-41.5441951,-20.2506033,NA,NA
3202504,320250,IBIRACU,ES,-40.4108767,-19.8400459,NA,NA
3202553,320255,IBITIRAMA,ES,-41.7208243,-20.4621533,NA,NA
3202603,320260,ICONHA,ES,-40.813588,-20.7917801,NA,NA
3202652,320265,IRUPI,ES,-41.6385979,-20.3483832,NA,NA
3202702,320270,ITAGUACU,ES,-40.8605209,-19.8022734,NA,NA
3202801,320280,ITAPEMIRIM,ES,-40.7817933,-20.8999339,NA,NA
3202900,320290,ITARANA,ES,-40.8752608,-19.8726384,NA,NA
3203007,320300,IUNA,ES,-41.5338333,-20.353624,NA,NA
3203056,320305,JAGUARE,ES,-40.0759186,-18.9055712,NA,NA
3203106,320310,JERONIMO MONTEIRO,ES,-41.3811577,-20.8131981,NA,NA
3203130,320313,JOAO NEIVA,ES,-40.4516329,-19.7117202,NA,NA
3203163,320316,LARANJA DA TERRA,ES,-41.0625253,-19.8998849,NA,NA
3203205,320320,LINHARES,ES,-40.0652641,-19.3946651,NA,NA
3203304,320330,MANTENOPOLIS,ES,-41.1215853,-18.8619015,NA,NA
3203320,320332,MARATAIZES,ES,-40.8317367,-21.045485,NA,NA
3203346,320334,MARECHAL FLORIANO,ES,-40.7766611,-20.4419793,NA,NA
3203353,320335,MARILANDIA,ES,-40.5460295,-19.4118446,NA,NA
3203403,320340,MIMOSO DO SUL,ES,-41.3619226,-21.0632703,NA,NA
3203502,320350,MONTANHA,ES,-40.2680075,-18.1417342,NA,NA
3203601,320360,MUCURICI,ES,-40.5127142,-18.0027044,NA,NA
3203700,320370,MUNIZ FREIRE,ES,-41.4160225,-20.4656769,NA,NA
3203809,320380,MUQUI,ES,-41.3463871,-20.9513517,NA,NA
3203908,320390,NOVA VENECIA,ES,-40.3995523,-18.7100147,NA,NA
3204005,320400,PANCAS,ES,-40.8538285,-19.2234241,NA,NA
3204054,320405,PEDRO CANARIO,ES,-39.957671,-18.3008191,NA,NA
3204104,320410,PINHEIROS,ES,-40.1862129,-18.3958665,NA,NA
3204203,320420,PIUMA,ES,-40.7357215,-20.8420055,NA,NA
3204252,320425,PONTO BELO,ES,-40.5420832,-18.123718,NA,NA
3204302,320430,PRESIDENTE KENNEDY,ES,-41.045155,-21.1010673,NA,NA
3204351,320435,RIO BANANAL,ES,-40.2680075,-19.2332476,NA,NA
3204401,320440,RIO NOVO DO SUL,ES,-40.9384914,-20.8250212,NA,NA
3204500,320450,SANTA LEOPOLDINA,ES,-40.5273817,-20.1004038,NA,NA
3204559,320455,SANTA MARIA DE JETIBA,ES,-40.7443164,-20.025785,NA,NA
3204609,320460,SANTA TERESA,ES,-40.5983289,-19.9368278,NA,NA
3204658,320465,SAO DOMINGOS DO NORTE,ES,-40.5737316,-19.0940049,NA,NA
3204708,320470,SAO GABRIEL DA PALHA,ES,-40.5381903,-19.016745,NA,NA
3204807,320480,SAO JOSE DO CALCADO,ES,-41.6610356,-21.001985,NA,NA
3204906,320490,SAO MATEUS,ES,-39.856734,-18.7190705,NA,NA
3204955,320495,SAO ROQUE DO CANAA,ES,-40.6594438,-19.7386805,NA,NA
3205002,320500,SERRA,ES,-40.3077898,-20.1215224,RM Grande Vitória,NA
3205010,320501,SOORETAMA,ES,-40.1862129,-19.0983721,NA,NA
3205036,320503,VARGEM ALTA,ES,-41.0098207,-20.674002,NA,NA
3205069,320506,VENDA NOVA DO IMIGRANTE,ES,-41.1359347,-20.3275068,NA,NA
3205101,320510,VIANA,ES,-40.4274631,-20.3646691,RM Grande Vitória,NA
3205150,320515,VILA PAVAO,ES,-40.6143744,-18.6168033,NA,NA
3205176,320517,VILA VALERIO,ES,-40.3863554,-18.9954555,NA,NA
3205200,320520,VILA VELHA,ES,-40.2949528,-20.3477821,RM Grande Vitória,NA
3205309,320530,VITORIA,ES,-40.2957768,-20.2976178,RM Grande Vitória,1
3300100,330010,ANGRA DOS REIS,RJ,-44.3157913,-23.0058039,NA,NA
3300159,330015,APERIBE,RJ,-42.1020627,-21.6257256,NA,NA
3300209,330020,ARARUAMA,RJ,-42.3336313,-22.8636192,NA,NA
3300225,330022,AREAL,RJ,-43.1165621,-22.2391121,NA,NA
3300233,330023,ARMACAO DOS BUZIOS,RJ,-41.889042,-22.7563906,NA,NA
3300258,330025,ARRAIAL DO CABO,RJ,-42.0279869,-22.9657374,NA,NA
3300308,330030,BARRA DO PIRAI,RJ,-43.8273373,-22.4720256,NA,NA
3300407,330040,BARRA MANSA,RJ,-44.1772604,-22.5408519,NA,NA
3300456,330045,BELFORD ROXO,RJ,-43.3996264,-22.7645391,RM Rio de Janeiro,NA
3300506,330050,BOM JARDIM,RJ,-42.3544831,-22.1979404,NA,NA
3300605,330060,BOM JESUS DO ITABAPOANA,RJ,-41.7407394,-21.1330059,NA,NA
3300704,330070,CABO FRIO,RJ,-42.0262542,-22.8867507,NA,NA
3300803,330080,CACHOEIRAS DE MACACU,RJ,-42.6527507,-22.4662841,RM Rio de Janeiro,NA
3300902,330090,CAMBUCI,RJ,-41.9184067,-21.5734704,NA,NA
3300936,330093,CARAPEBUS,RJ,-41.6617014,-22.1888948,NA,NA
3300951,330095,COMENDADOR LEVY GASPARIAN,RJ,-43.2059216,-22.0294433,NA,NA
3301009,330100,CAMPOS DOS GOYTACAZES,RJ,-41.3184877,-21.7626902,NA,NA
3301108,330110,CANTAGALO,RJ,-42.3625761,-21.9802716,NA,NA
3301157,330115,CARDOSO MOREIRA,RJ,-41.4812771,-21.5406606,NA,NA
3301207,330120,CARMO,RJ,-42.605043,-21.9314519,NA,NA
3301306,330130,CASIMIRO DE ABREU,RJ,-42.2015431,-22.4836725,NA,NA
3301405,330140,CONCEICAO DE MACABU,RJ,-41.8722789,-22.0838675,NA,NA
3301504,330150,CORDEIRO,RJ,-42.3652391,-22.027222,NA,NA
3301603,330160,DUAS BARRAS,RJ,-42.5117238,-22.0708122,NA,NA
3301702,330170,DUQUE DE CAXIAS,RJ,-43.3053106,-22.7862985,RM Rio de Janeiro,NA
3301801,330180,ENGENHEIRO PAULO DE FRONTIN,RJ,-43.6776274,-22.549749,NA,NA
3301850,330185,GUAPIMIRIM,RJ,-42.9899491,-22.535199,RM Rio de Janeiro,NA
3301876,330187,IGUABA GRANDE,RJ,-42.2066423,-22.8142407,NA,NA
3301900,330190,ITABORAI,RJ,-42.8643167,-22.7570025,RM Rio de Janeiro,NA
3302007,330200,ITAGUAI,RJ,-43.7779091,-22.8631923,RM Rio de Janeiro,NA
3302056,330205,ITALVA,RJ,-41.6940704,-21.4285097,NA,NA
3302106,330210,ITAOCARA,RJ,-42.0792551,-21.6704101,NA,NA
3302205,330220,ITAPERUNA,RJ,-41.8802333,-21.2000807,NA,NA
3302254,330225,ITATIAIA,RJ,-44.5878439,-22.4428239,NA,NA
3302270,330227,JAPERI,RJ,-43.6606463,-22.6439978,RM Rio de Janeiro,NA
3302304,330230,LAJE DO MURIAE,RJ,-42.1187555,-21.2091798,NA,NA
3302403,330240,MACAE,RJ,-41.7827891,-22.3836904,NA,NA
3302452,330245,MACUCO,RJ,-42.2531991,-21.9844505,NA,NA
3302502,330250,MAGE,RJ,-43.0398345,-22.6566022,RM Rio de Janeiro,NA
3302601,330260,MANGARATIBA,RJ,-44.040476,-22.9427639,NA,NA
3302700,330270,MARICA,RJ,-42.819192,-22.9160994,RM Rio de Janeiro,NA
3302809,330280,MENDES,RJ,-43.7312481,-22.525453,NA,NA
3302858,330285,MESQUITA,RJ,-43.4293183,-22.7819449,RM Rio de Janeiro,NA
3302908,330290,MIGUEL PEREIRA,RJ,-43.5029884,-22.492096,NA,NA
3303005,330300,MIRACEMA,RJ,-42.1375086,-21.398788,NA,NA
3303104,330310,NATIVIDADE,RJ,-41.9878239,-21.0333287,NA,NA
3303203,330320,NILOPOLIS,RJ,-43.4194095,-22.8098164,RM Rio de Janeiro,NA
3303302,330330,NITEROI,RJ,-43.1152211,-22.8858975,RM Rio de Janeiro,NA
3303401,330340,NOVA FRIBURGO,RJ,-42.5340796,-22.2887261,NA,NA
3303500,330350,NOVA IGUACU,RJ,-43.4607419,-22.7561319,RM Rio de Janeiro,NA
3303609,330360,PARACAMBI,RJ,-43.7112547,-22.6083065,RM Rio de Janeiro,NA
3303708,330370,PARAIBA DO SUL,RJ,-43.2904739,-22.1588749,NA,NA
3303807,330380,PARATY,RJ,-44.7204757,-23.2200542,NA,NA
3303856,330385,PATY DO ALFERES,RJ,-43.4289497,-22.4313914,NA,NA
3303906,330390,PETROPOLIS,RJ,-43.1779137,-22.5112638,NA,NA
3303955,330395,PINHEIRAL,RJ,-44.0103922,-22.5383309,NA,NA
3304003,330400,PIRAI,RJ,-43.9058584,-22.6262971,NA,NA
3304102,330410,PORCIUNCULA,RJ,-42.0979633,-20.9868314,NA,NA
3304110,330411,PORTO REAL,RJ,-44.2955901,-22.4179651,NA,NA
3304128,330412,QUATIS,RJ,-44.2582153,-22.4083216,NA,NA
3304144,330414,QUEIMADOS,RJ,-43.5522256,-22.7106685,RM Rio de Janeiro,NA
3304151,330415,QUISSAMA,RJ,-41.4696504,-22.1035956,NA,NA
3304201,330420,RESENDE,RJ,-44.4513295,-22.4709621,NA,NA
3304300,330430,RIO BONITO,RJ,-42.6279835,-22.7186089,RM Rio de Janeiro,NA
3304409,330440,RIO CLARO,RJ,-44.1344071,-22.7259147,NA,NA
3304508,330450,RIO DAS FLORES,RJ,-43.599128,-22.1748842,NA,NA
3304524,330452,RIO DAS OSTRAS,RJ,-41.9463785,-22.5272615,NA,NA
3304557,330455,RIO DE JANEIRO,RJ,-43.1728965,-22.9068467,RM Rio de Janeiro,1
3304607,330460,SANTA MARIA MADALENA,RJ,-42.0076409,-21.9613802,NA,NA
3304706,330470,SANTO ANTONIO DE PADUA,RJ,-42.1837129,-21.5418158,NA,NA
3304755,330475,SAO FRANCISCO DE ITABAPOANA,RJ,-41.1602597,-21.4033845,NA,NA
3304805,330480,SAO FIDELIS,RJ,-41.747277,-21.647292,NA,NA
3304904,330490,SAO GONCALO,RJ,-43.0637646,-22.8272883,RM Rio de Janeiro,NA
3305000,330500,SAO JOAO DA BARRA,RJ,-41.0484529,-21.6368603,NA,NA
3305109,330510,SAO JOAO DE MERITI,RJ,-43.369805,-22.790968,RM Rio de Janeiro,NA
3305133,330513,SAO JOSE DE UBA,RJ,-41.9394892,-21.3822269,NA,NA
3305158,330515,SAO JOSE DO VALE DO RIO PRETO,RJ,-42.9222315,-22.1878784,NA,NA
3305208,330520,SAO PEDRO DA ALDEIA,RJ,-42.1343805,-22.7575561,NA,NA
3305307,330530,SAO SEBASTIAO DO ALTO,RJ,-42.0979633,-21.874017,NA,NA
3305406,330540,SAPUCAIA,RJ,-42.914664,-21.9951969,NA,NA
3305505,330550,SAQUAREMA,RJ,-42.4866843,-22.932382,NA,NA
3305554,330555,SEROPEDICA,RJ,-43.6950804,-22.7691646,RM Rio de Janeiro,NA
3305604,330560,SILVA JARDIM,RJ,-42.3965262,-22.6578882,NA,NA
3305703,330570,SUMIDOURO,RJ,-42.6765559,-22.0489564,NA,NA
3305752,330575,TANGUA,RJ,-42.7205994,-22.7428038,RM Rio de Janeiro,NA
3305802,330580,TERESOPOLIS,RJ,-42.9756194,-22.416956,NA,NA
3305901,330590,TRAJANO DE MORAES,RJ,-42.0601671,-22.0640032,NA,NA
3306008,330600,TRES RIOS,RJ,-43.218947,-22.1170059,NA,NA
3306107,330610,VALENCA,RJ,-43.7069087,-22.246015,NA,NA
3306156,330615,VARRE-SAI,RJ,-41.8704877,-20.9280524,NA,NA
3306206,330620,VASSOURAS,RJ,-43.661407,-22.4074708,NA,NA
3306305,330630,VOLTA REDONDA,RJ,-44.0947303,-22.5077597,NA,NA
3500105,350010,ADAMANTINA,SP,-51.0741711,-21.6824831,NA,NA
3500204,350020,ADOLFO,SP,-49.6707205,-21.2743115,NA,NA
3500303,350030,AGUAI,SP,-47.0388429,-22.0604521,NA,NA
3500402,350040,AGUAS DA PRATA,SP,-46.7185754,-21.9469529,NA,NA
3500501,350050,AGUAS DE LINDOIA,SP,-46.633882,-22.4803601,NA,NA
3500550,350055,AGUAS DE SANTA BARBARA,SP,-49.2638678,-22.8413601,NA,NA
3500600,350060,AGUAS DE SAO PEDRO,SP,-47.8748462,-22.6015864,Aglomeração Urbana de Piracicaba-AU- Piracicaba,NA
3500709,350070,AGUDOS,SP,-48.9879801,-22.4684228,NA,NA
3500758,350075,ALAMBARI,SP,-47.8984282,-23.5508263,RM de Sorocaba,NA
3500808,350080,ALFREDO MARCONDES,SP,-51.4099625,-21.9630111,NA,NA
3500907,350090,ALTAIR,SP,-49.0817124,-20.5383521,NA,NA
3501004,350100,ALTINOPOLIS,SP,-47.3742385,-21.0227981,RM Ribeirão Preto,NA
3501103,350110,ALTO ALEGRE,SP,-50.2038438,-21.6239762,NA,NA
3501152,350115,ALUMINIO,SP,-47.2826144,-23.5306892,RM de Sorocaba,NA
3501202,350120,ALVARES FLORENCE,SP,-49.9161886,-20.282071,NA,NA
3501301,350130,ALVARES MACHADO,SP,-51.5570726,-22.1840675,NA,NA
3501400,350140,ALVARO DE CARVALHO,SP,-49.7524306,-22.0848655,NA,NA
3501509,350150,ALVINLANDIA,SP,-49.7626523,-22.4522505,NA,NA
3501608,350160,AMERICANA,SP,-47.3337008,-22.7378203,RM Campinas,NA
3501707,350170,AMERICO BRASILIENSE,SP,-48.0605108,-21.7300823,NA,NA
3501806,350180,AMERICO DE CAMPOS,SP,-49.7524306,-20.3156287,NA,NA
3501905,350190,AMPARO,SP,-46.7726697,-22.7080671,NA,NA
3502002,350200,ANALANDIA,SP,-47.6626925,-22.1292695,Aglomeração Urbana de Piracicaba-AU- Piracicaba,NA
3502101,350210,ANDRADINA,SP,-51.379714,-20.8990393,NA,NA
3502200,350220,ANGATUBA,SP,-48.4137924,-23.4948382,NA,NA
3502309,350230,ANHEMBI,SP,-48.131024,-22.7883818,NA,NA
3502408,350240,ANHUMAS,SP,-51.3872764,-22.2955799,NA,NA
3502507,350250,APARECIDA,SP,-45.231637,-22.8469774,RM do Vale do Paraíba e Litoral Norte,NA
3502606,350260,'APARECIDA D''OESTE',SP,-50.9080913,-20.4707873,NA,NA
3502705,350270,APIAI,SP,-48.8447394,-24.5113085,NA,NA
3502754,350275,ARACARIGUAMA,SP,-47.0612809,-23.437091,RM de Sorocaba,NA
3502804,350280,ARACATUBA,SP,-50.4536793,-21.2028539,NA,NA
3502903,350290,ARACOIABA DA SERRA,SP,-47.6170597,-23.5033899,RM de Sorocaba,NA
3503000,350300,ARAMINA,SP,-47.7882157,-20.0878539,NA,NA
3503109,350310,ARANDU,SP,-49.0817124,-23.1960487,NA,NA
3503158,350315,ARAPEI,SP,-44.4475924,-22.6720873,RM do Vale do Paraíba e Litoral Norte,NA
3503208,350320,ARARAQUARA,SP,-48.1786486,-21.7848272,NA,NA
3503307,350330,ARARAS,SP,-47.3798391,-22.3604911,Aglomeração Urbana de Piracicaba-AU- Piracicaba,NA
3503356,350335,ARCO-IRIS,SP,-50.4101474,-21.761947,NA,NA
3503406,350340,AREALVA,SP,-49.0009403,-22.0760509,NA,NA
3503505,350350,AREIAS,SP,-44.7193823,-22.6783359,RM do Vale do Paraíba e Litoral Norte,NA
3503604,350360,AREIOPOLIS,SP,-48.6685125,-22.6676982,NA,NA
3503703,350370,ARIRANHA,SP,-48.7794089,-21.1713424,NA,NA
3503802,350380,ARTUR NOGUEIRA,SP,-47.1731269,-22.573223,RM Campinas,NA
3503901,350390,ARUJA,SP,-46.3204265,-23.3969682,RM São Paulo,NA
3503950,350395,ASPASIA,SP,-50.7312839,-20.1759526,NA,NA
3504008,350400,ASSIS,SP,-50.4187813,-22.6604341,NA,NA
3504107,350410,ATIBAIA,SP,-46.5567066,-23.1175492,NA,NA
3504206,350420,AURIFLAMA,SP,-50.5484648,-20.6841832,NA,NA
3504305,350430,AVAI,SP,-49.3247147,-22.1736861,NA,NA
3504404,350440,AVANHANDAVA,SP,-49.9481429,-21.461674,NA,NA
3504503,350450,AVARE,SP,-48.925516,-23.1072154,NA,NA
3504602,350460,BADY BASSITT,SP,-49.4483789,-20.9161868,NA,NA
3504701,350470,BALBINOS,SP,-49.3348621,-21.8924794,NA,NA
3504800,350480,BALSAMO,SP,-49.5483671,-20.6900957,NA,NA
3504909,350490,BANANAL,SP,-44.3227431,-22.6834001,RM do Vale do Paraíba e Litoral Norte,NA
3505005,350500,BARAO DE ANTONINA,SP,-49.563837,-23.6289027,NA,NA
3505104,350510,BARBOSA,SP,-49.9571983,-21.277425,NA,NA
3505203,350520,BARIRI,SP,-48.7417603,-22.075317,NA,NA
3505302,350530,BARRA BONITA,SP,-48.5637543,-22.472994,NA,NA
3505351,350535,BARRA DO CHAPEU,SP,-49.0817124,-24.4483828,NA,NA
3505401,350540,BARRA DO TURVO,SP,-48.4387577,-24.8584178,NA,NA
3505500,350550,BARRETOS,SP,-48.6388879,-20.5279587,NA,NA
3505609,350560,BARRINHA,SP,-48.1002024,-21.2397333,RM Ribeirão Preto,NA
3505708,350570,BARUERI,SP,-46.872942,-23.5113691,RM São Paulo,NA
3505807,350580,BASTOS,SP,-50.7317774,-21.9221397,NA,NA
3505906,350590,BATATAIS,SP,-47.5925952,-20.8933441,RM Ribeirão Preto,NA
3506003,350600,BAURU,SP,-49.0586951,-22.314459,NA,NA
3506102,350610,BEBEDOURO,SP,-48.4795696,-20.9496743,NA,NA
3506201,350620,BENTO DE ABREU,SP,-50.8664451,-21.3339854,NA,NA
3506300,350630,BERNARDINO DE CAMPOS,SP,-49.4731864,-23.0147985,NA,NA
3506359,350635,BERTIOGA,SP,-46.0589521,-23.8064303,RM Baixada Santista,NA
3506409,350640,BILAC,SP,-50.4751106,-21.4044336,NA,NA
3506508,350650,BIRIGUI,SP,-50.3436312,-21.2915055,NA,NA
3506607,350660,BIRITIBA-MIRIM,SP,-46.04091,-23.570404,RM São Paulo,NA
3506706,350670,BOA ESPERANCA DO SUL,SP,-48.4387577,-21.9046866,NA,NA
3506805,350680,BOCAINA,SP,-48.5387323,-22.1102912,NA,NA
3506904,350690,BOFETE,SP,-48.2616994,-23.1012119,NA,NA
3507001,350700,BOITUVA,SP,-47.6790285,-23.2860188,RM de Sorocaba,NA
3507100,350710,BOM JESUS DOS PERDOES,SP,-46.4679179,-23.1360696,NA,NA
3507159,350715,BOM SUCESSO DE ITARARE,SP,-49.1727178,-24.3116389,NA,NA
3507209,350720,BORA,SP,-50.50321,-22.2347639,NA,NA
3507308,350730,BORACEIA,SP,-48.7780959,-22.1943942,NA,NA
3507407,350740,BORBOREMA,SP,-49.0786259,-21.6221584,NA,NA
3507456,350745,BOREBI,SP,-49.0009403,-22.7014405,NA,NA
3507506,350750,BOTUCATU,SP,-48.4441654,-22.8841808,NA,NA
3507605,350760,BRAGANCA PAULISTA,SP,-46.5423239,-22.9531705,NA,NA
3507704,350770,BRAUNA,SP,-50.3179587,-21.4995114,NA,NA
3507753,350775,BREJO ALEGRE,SP,-50.2038438,-21.1892657,NA,NA
3507803,350780,BRODOWSKI,SP,-47.6531065,-20.9870761,RM Ribeirão Preto,NA
3507902,350790,BROTAS,SP,-48.1255698,-22.279958,NA,NA
3508009,350800,BURI,SP,-48.5962748,-23.7981763,NA,NA
3508108,350810,BURITAMA,SP,-50.1440687,-21.0651542,NA,NA
3508207,350820,BURITIZAL,SP,-47.7105454,-20.1936224,NA,NA
3508306,350830,CABRALIA PAULISTA,SP,-49.339689,-22.4584258,NA,NA
3508405,350840,CABREUVA,SP,-47.1367011,-23.3058194,Aglomeração Urbana de Jundiaí,NA
3508504,350850,CACAPAVA,SP,-45.7080824,-23.0996965,RM do Vale do Paraíba e Litoral Norte,NA
3508603,350860,CACHOEIRA PAULISTA,SP,-45.0116583,-22.6650996,RM do Vale do Paraíba e Litoral Norte,NA
3508702,350870,CACONDE,SP,-46.6441073,-21.5284808,NA,NA
3508801,350880,CAFELANDIA,SP,-49.6107305,-21.8034235,NA,NA
3508900,350890,CAIABU,SP,-51.2422395,-21.9564476,NA,NA
3509007,350900,CAIEIRAS,SP,-46.7402461,-23.3611748,RM São Paulo,NA
3509106,350910,CAIUA,SP,-51.9580164,-21.7917226,NA,NA
3509205,350920,CAJAMAR,SP,-46.8785941,-23.3555044,RM São Paulo,NA
3509254,350925,CAJATI,SP,-48.108265,-24.7300224,NA,NA
3509304,350930,CAJOBI,SP,-48.8196226,-20.8718112,NA,NA
3509403,350940,CAJURU,SP,-47.3013532,-21.2755425,RM Ribeirão Preto,NA
3509452,350945,CAMPINA DO MONTE ALEGRE,SP,-48.476262,-23.5899668,NA,NA
3509502,350950,CAMPINAS,SP,-47.0625812,-22.9098833,RM Campinas,NA
3509601,350960,CAMPO LIMPO PAULISTA,SP,-46.7893689,-23.2082928,Aglomeração Urbana de Jundiaí,NA
